Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Season
RW Price (ZIM),4,2,0,4,2,2.00,7,57.14,0,0,0,0,0,2010
RW Price (ZIM),1,1,1,0,0*,-,0,-,0,0,0,0,0,2009/10
RW Price (ZIM),4,2,1,1,1,1.00,4,25.00,0,0,0,0,0,2008/09
RW Hartley (SRB),2,2,1,4,4*,4.00,14,28.57,0,0,1,0,0,2024
RW Chakabva (ZIM),8,8,0,45,15,5.62,64,70.31,0,0,3,5,1,2022/23
RW Chakabva (ZIM),4,4,0,60,48,15.00,38,157.89,0,0,1,7,3,2019/20
RW Chakabva (ZIM),3,3,1,81,42*,40.50,56,144.64,0,0,1,4,4,2019
RW Chakabva (ZIM),2,2,0,4,4,2.00,14,28.57,0,0,1,0,0,2015/16
RW Chakabva (ZIM),1,1,0,13,13,13.00,17,76.47,0,0,0,1,0,2015
RW Chakabva (ZIM),1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,2011/12
RW Chakabva (ZIM),1,1,0,1,1,1.00,6,16.66,0,0,0,0,0,2008/09
RW Chakabva (ZIM),15,15,1,227,31,16.21,178,127.52,0,0,2,28,5,2022
RW Chakabva (ZIM),14,14,0,251,48,17.92,181,138.67,0,0,2,14,14,2021
RV Viraj (CAM),4,4,0,30,22,7.50,52,57.69,0,0,1,5,0,2024
RV Uthappa (IND),2,2,1,81,42,81.00,60,135.00,0,0,0,11,0,2015
RV Uthappa (IND),2,2,1,19,18*,19.00,22,86.36,0,0,0,1,0,2011/12
RV Uthappa (IND),9,8,0,149,50,18.62,129,115.50,0,1,1,14,6,2007/08
RTM Mendis (SL),2,2,0,15,12,7.50,16,93.75,0,0,0,0,1,2024
RTM Mendis (SL),2,1,0,2,2,2.00,5,40.00,0,0,0,0,0,2021
RT Ponting (AUS),2,2,0,25,25,12.50,16,156.25,0,0,1,5,0,2009
RT Ponting (AUS),4,4,0,61,38,15.25,58,105.17,0,0,0,4,1,2008/09
RT Ponting (AUS),1,-,-,-,-,-,-,-,-,-,-,-,-,2008
RT Ponting (AUS),5,5,1,137,76,34.25,118,116.10,0,1,0,18,1,2007/08
RT Ponting (AUS),1,1,0,47,47,47.00,26,180.76,0,0,0,3,2,2006/07
RT Ponting (AUS),2,2,0,33,27,16.50,26,126.92,0,0,0,3,2,2005/06
RT Ponting (AUS),1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,2005
RT Ponting (AUS),1,1,1,98,98*,-,55,178.18,0,1,0,8,5,2004/05
RT Lyons (SCOT),2,2,0,4,4,2.00,17,23.52,0,0,1,0,0,2009/10
RSK Samson (VAN),2,-,-,-,-,-,-,-,-,-,-,-,-,2022
RS Morton (WI),2,2,0,40,40,20.00,42,95.23,0,0,1,3,0,2009/10
RS Morton (WI),2,2,0,32,20,16.00,32,100.00,0,0,0,5,1,2007/08
RS Morton (WI),2,2,1,20,18,20.00,20,100.00,0,0,0,0,1,2007
RS Morton (WI),1,1,0,4,4,4.00,9,44.44,0,0,0,0,0,2005/06
RS Fernando (SL),1,1,0,9,9,9.00,10,90.00,0,0,0,1,0,2023
RS Bopara (ENG),2,2,2,49,28*,-,24,204.16,0,0,0,6,2,2014
RS Bopara (ENG),10,10,4,221,65*,36.83,154,143.50,0,1,0,13,10,2013/14
RS Bopara (ENG),4,3,2,76,45,76.00,49,155.10,0,0,0,6,2,2013
RS Bopara (ENG),1,1,0,1,1,1.00,6,16.66,0,0,0,0,0,2012/13
RS Bopara (ENG),2,2,0,65,59,32.50,55,118.18,0,1,0,4,1,2012
RS Bopara (ENG),4,4,1,55,39,18.33,54,101.85,0,0,0,3,1,2011/12
RS Bopara (ENG),4,3,1,53,31*,26.50,67,79.10,0,0,0,3,0,2011
RS Bopara (ENG),3,3,0,32,12,10.66,47,68.08,0,0,0,3,0,2010
RS Bopara (ENG),6,6,0,146,55,24.33,132,110.60,0,1,0,14,1,2009
RS Bopara (ENG),1,1,0,13,13,13.00,11,118.18,0,0,0,2,0,2008/09
RS Bopara (ENG),1,-,-,-,-,-,-,-,-,-,-,-,-,2008
RR Watson (SCOT),2,2,0,26,13,13.00,18,144.44,0,0,0,5,0,2009/10
RR Watson (SCOT),2,2,0,31,27,15.50,14,221.42,0,0,0,7,0,2009
RR Watson (SCOT),4,4,0,100,54,25.00,105,95.23,0,1,1,10,1,2008
RR Watson (SCOT),2,1,0,2,2,2.00,4,50.00,0,0,0,0,0,2007/08
RR Sharan (CAM),13,13,2,244,86*,22.18,243,100.41,0,2,3,18,15,2023/24
RR Sharan (CAM),4,4,0,44,30,11.00,56,78.57,0,0,1,3,2,2024
RR Sharan (CAM),5,5,0,86,29,17.20,112,76.78,0,0,1,8,3,2023
RR Saun (CRC),3,3,1,18,15*,9.00,30,60.00,0,0,0,2,0,2024
RR Sarwan (WI),7,6,0,97,28,16.16,117,82.90,0,0,1,7,0,2010
RR Sarwan (WI),6,5,3,68,28*,34.00,60,113.33,0,0,0,5,0,2009
RR Sarwan (WI),3,3,0,116,59,38.66,94,123.40,0,2,0,7,5,2008/09
RR Sarwan (WI),2,2,0,17,12,8.50,15,113.33,0,0,0,0,1,2007/08
RR Rossouw (SA),11,10,1,309,109,34.33,166,186.14,2,0,3,23,22,2022/23
RR Rossouw (SA),5,4,0,53,19,13.25,55,96.36,0,0,1,3,1,2015/16
RR Rossouw (SA),4,4,2,114,38,57.00,70,162.85,0,0,0,11,6,2015
RR Rossouw (SA),6,6,1,160,78,32.00,112,142.85,0,2,1,15,5,2014/15
RR Rossouw (SA),3,3,1,131,96*,65.50,77,170.12,0,1,0,17,5,2022
RR Patel (KENYA),6,6,1,257,120,51.40,148,173.64,1,1,0,26,14,2024/25
RR Patel (KENYA),6,6,1,85,42,17.00,75,113.33,0,0,0,8,6,2023/24
RR Patel (KENYA),6,3,2,54,40,54.00,34,158.82,0,0,0,2,5,2022/23
RR Patel (KENYA),6,5,3,146,62*,73.00,94,155.31,0,1,0,14,10,2021/22
RR Patel (KENYA),5,5,1,75,30,18.75,67,111.94,0,0,0,7,2,2019/20
RR Patel (KENYA),6,6,0,110,52,18.33,108,101.85,0,1,0,5,5,2013/14
RR Patel (KENYA),4,4,1,86,46*,28.66,50,172.00,0,0,1,3,8,2013
RR Patel (KENYA),2,2,1,71,48*,71.00,52,136.53,0,0,0,4,3,2012/13
RR Patel (KENYA),5,5,0,65,27,13.00,57,114.03,0,0,0,4,4,2011/12
RR Patel (KENYA),4,1,0,7,7,7.00,15,46.66,0,0,0,0,0,2009/10
RR Patel (KENYA),1,1,0,6,6,6.00,16,37.50,0,0,0,0,0,2008
RR Patel (KENYA),9,7,1,147,51*,24.50,108,136.11,0,1,1,10,8,2024
RR Patel (KENYA),10,9,3,199,52,33.16,142,140.14,0,1,1,12,13,2023
RR Patel (KENYA),9,8,1,210,73*,30.00,140,150.00,0,1,0,22,7,2022
RR Patel (KENYA),3,2,1,106,55,106.00,49,216.32,0,2,0,8,9,2019
RR Pant (IND),7,5,0,53,27,10.60,41,129.26,0,0,0,7,2,2022/23
RR Pant (IND),10,8,4,171,52*,42.75,127,134.64,0,1,0,12,8,2021/22
RR Pant (IND),5,4,0,102,30,25.50,79,129.11,0,0,0,11,3,2020/21
RR Pant (IND),10,8,2,108,33*,18.00,94,114.89,0,0,1,7,4,2019/20
RR Pant (IND),11,10,1,160,58,17.77,126,126.98,0,1,1,12,8,2018/19
RR Pant (IND),2,2,0,30,23,15.00,31,96.77,0,0,0,2,1,2017/18
RR Pant (IND),1,1,0,38,38,38.00,35,108.57,0,0,0,2,1,2017
RR Pant (IND),1,1,1,5,5*,-,3,166.66,0,0,0,1,0,2016/17
RR Pant (IND),10,10,2,222,49,27.75,169,131.36,0,0,1,25,7,2024
RR Pant (IND),16,14,3,251,44,22.81,197,127.41,0,0,0,28,6,2022
RR Pant (IND),3,3,1,69,65*,34.50,48,143.75,0,1,1,4,4,2019
RR Joshi (CAN),3,-,-,-,-,-,-,-,-,-,-,-,-,2021/22
RR Joshi (CAN),4,2,0,9,8,4.50,8,112.50,0,0,0,0,1,2024
RR Hendricks (SA),2,2,0,102,51,51.00,65,156.92,0,2,0,11,4,2024/25
RR Hendricks (SA),5,5,0,158,56,31.60,122,129.5,0,1,0,16,5,2023/24
RR Hendricks (SA),3,3,0,172,83,57.33,84,204.76,0,2,0,22,6,2022/23
RR Hendricks (SA),4,4,0,56,39,14.00,55,101.81,0,0,0,6,1,2021/22
RR Hendricks (SA),5,5,0,127,54,25.40,109,116.51,0,1,0,15,3,2020/21
RR Hendricks (SA),3,3,0,48,28,16.00,54,88.88,0,0,0,6,0,2019/20
RR Hendricks (SA),7,7,0,265,74,37.85,188,140.95,0,3,0,33,5,2018/19
RR Hendricks (SA),1,1,0,19,19,19.00,16,118.75,0,0,0,2,1,2018
RR Hendricks (SA),3,3,0,103,70,34.33,80,128.75,0,1,0,14,1,2017/18
RR Hendricks (SA),3,3,0,10,7,3.33,15,66.66,0,0,1,0,0,2017
RR Hendricks (SA),1,1,0,41,41,41.00,34,120.58,0,0,0,4,0,2016/17
RR Hendricks (SA),5,5,0,121,49,24.20,117,103.41,0,0,1,13,1,2014/15
RR Hendricks (SA),15,15,1,297,87,21.21,251,118.32,0,1,2,26,15,2024
RR Hendricks (SA),8,7,0,323,74,46.14,231,139.82,0,4,0,40,5,2022
RR Hendricks (SA),8,8,1,259,69,37.00,195,132.82,0,2,0,27,5,2021
RR Emrit (WI),3,2,0,12,11,6.00,21,57.14,0,0,0,0,1,2018
RR Emrit (WI),1,1,0,5,5,5.00,6,83.33,0,0,0,0,0,2017/18
RR David (CAN),4,4,0,39,17,9.75,65,60.00,0,0,0,2,1,2008/09
RR Behera (USA),2,2,0,16,16,8.00,27,59.25,0,0,1,1,0,2021/22
RR Bastiansz (MLT),3,3,0,78,46,26.00,73,106.84,0,0,0,5,3,2023
RR Bastiansz (MLT),2,2,0,10,6,5.00,12,83.33,0,0,0,2,0,2022
RP Singh (IND),2,1,1,2,2*,-,2,100.00,0,0,0,0,0,2009
RP Singh (IND),8,1,1,1,1*,-,1,100.00,0,0,0,0,0,2007/08
RP Mitchell (Bhm),5,4,3,2,1*,2.00,6,33.33,0,0,1,0,0,2021/22
RP Meredith (AUS),1,-,-,-,-,-,-,-,-,-,-,-,-,2024
RP Meredith (AUS),2,-,-,-,-,-,-,-,-,-,-,-,-,2021
RP Meredith (AUS),3,-,-,-,-,-,-,-,-,-,-,-,-,2020/21
RP Magar (NEP),5,5,0,51,25,10.20,82,62.19,0,0,1,0,3,2015
RP Magar (NEP),1,1,0,1,1,1.00,7,14.28,0,0,0,0,0,2014/15
RP Burl (ZIM),5,4,0,128,61,32.00,76,168.42,0,1,0,9,6,2024/25
RP Burl (ZIM),16,15,6,274,44*,30.44,235,116.59,0,0,0,19,10,2023/24
RP Burl (ZIM),11,10,4,154,35,25.66,135,114.07,0,0,0,16,4,2022/23
RP Burl (ZIM),6,6,2,122,40,30.50,106,115.09,0,0,0,3,7,2020/21
RP Burl (ZIM),4,3,2,74,41*,74.00,65,113.84,0,0,0,4,3,2019/20
RP Burl (ZIM),8,6,1,123,57*,24.60,86,143.02,0,1,0,9,7,2019
RP Burl (ZIM),2,2,0,19,10,9.50,26,73.07,0,0,0,1,0,2018
RP Burl (ZIM),2,2,0,38,30,19.00,44,86.36,0,0,0,2,0,2017/18
RP Burl (ZIM),3,2,0,19,19,9.50,21,90.47,0,0,1,1,1,2024
RP Burl (ZIM),13,13,5,171,54,21.37,142,120.42,0,1,1,8,9,2022
RP Burl (ZIM),12,11,5,181,37*,30.16,145,124.82,0,0,0,13,8,2021
RP Arnold (SL),1,1,0,7,7,7.00,7,100.00,0,0,0,0,0,2006
ROC Dunka (CAY),3,2,0,8,4,4.00,13,61.53,0,0,0,0,0,2023/24
RN ten Doeschate (NED),2,1,0,0,0,0.00,1,0.0,0,0,1,0,0,2021/22
RN ten Doeschate (NED),9,9,4,233,59,46.60,171,136.25,0,2,0,12,9,2019/20
RN ten Doeschate (NED),3,3,2,48,32*,48.00,36,133.33,0,0,1,3,2,2018/19
RN ten Doeschate (NED),1,1,0,38,38,38.00,27,140.74,0,0,0,1,1,2018
RN ten Doeschate (NED),4,4,2,94,32,47.00,69,136.23,0,0,0,7,2,2009/10
RN ten Doeschate (NED),2,2,1,36,22*,36.00,27,133.33,0,0,0,2,1,2009
RN ten Doeschate (NED),3,3,1,84,56,42.00,70,120.00,0,1,0,2,4,2008
RN Patel (KENYA),5,5,0,81,40,16.20,77,105.19,0,0,0,8,1,2024/25
RN Patel (KENYA),10,10,3,207,42*,29.57,191,108.37,0,0,0,22,4,2023/24
RN Patel (KENYA),5,4,1,136,63,45.33,88,154.54,0,1,0,12,5,2022/23
RN Patel (KENYA),6,6,1,72,24,14.40,66,109.09,0,0,2,8,2,2021/22
RN Patel (KENYA),2,2,1,15,15*,15.00,25,60.00,0,0,1,1,0,2019/20
RN Patel (KENYA),7,7,1,180,75,30.00,122,147.54,0,2,2,18,6,2024
RN Patel (KENYA),10,10,2,181,45*,22.62,155,116.77,0,0,1,18,5,2023
RN Patel (KENYA),4,4,0,74,45,18.50,74,100.00,0,0,0,9,0,2022
RN Patel (KENYA),7,6,1,108,26,21.60,76,142.10,0,0,0,14,0,2021
RN Lewis (WI),1,1,0,0,0,0.00,4,0.00,0,0,1,0,0,2007/08
RMS Eranga (SL),2,-,-,-,-,-,-,-,-,-,-,-,-,2012/13
RMS Eranga (SL),1,1,0,6,6,6.00,7,85.71,0,0,0,1,0,2012
RML Taylor (SCOT),4,2,1,14,8,14.00,12,116.66,0,0,0,1,0,2015/16
RML Taylor (SCOT),1,-,-,-,-,-,-,-,-,-,-,-,-,2015
RML Taylor (SCOT),4,4,2,71,41*,35.50,46,154.34,0,0,0,5,4,2013/14
RM West (IRE),5,4,1,11,8,3.66,11,100.00,0,0,0,1,0,2009
RM Siri (Arg),6,6,1,124,31,24.80,123,100.81,0,0,0,11,1,2021/22
RM Siri (Arg),4,4,1,82,49*,27.33,80,102.50,0,0,1,6,1,2019/20
RM Scott (USA),2,2,0,19,11,9.50,19,100.0,0,0,0,3,0,2021/22
RM Koda (INA),4,3,2,4,4*,4.00,9,44.44,0,0,1,0,0,2024/25
RM Koda (INA),15,2,1,0,0*,0.00,2,0.00,0,0,1,0,0,2023/24
RM Koda (INA),6,2,1,2,1*,2.00,3,66.66,0,0,0,0,0,2022/23
RM Koda (INA),12,3,2,2,2*,2.00,6,33.33,0,0,1,0,0,2024
RM Koda (INA),3,-,-,-,-,-,-,-,-,-,-,-,-,2023
RM Hira (NZ),2,-,-,-,-,-,-,-,-,-,-,-,-,2013
RM Hira (NZ),6,3,1,37,20*,18.50,33,112.12,0,0,0,4,1,2012/13
RM Hira (NZ),2,-,-,-,-,-,-,-,-,-,-,-,-,2012
RM Hira (NZ),5,-,-,-,-,-,-,-,-,-,-,-,-,2011/12
RM Haq (SCOT),4,1,1,0,0*,-,0,-,0,0,0,0,0,2013/14
RM Haq (SCOT),2,-,-,-,-,-,-,-,-,-,-,-,-,2013
RM Haq (SCOT),2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2012/13
RM Haq (SCOT),1,-,-,-,-,-,-,-,-,-,-,-,-,2012
RM Haq (SCOT),4,3,3,10,7*,-,11,90.90,0,0,0,1,0,2011/12
RM Haq (SCOT),4,4,2,25,21*,12.50,33,75.75,0,0,0,1,1,2009/10
RM Haq (SCOT),1,1,0,15,15,15.00,20,75.00,0,0,0,0,0,2009
RM Haq (SCOT),1,1,1,0,0*,-,0,-,0,0,0,0,0,2008
RM Haq (SCOT),2,1,0,14,14,14.00,31,45.16,0,0,0,0,0,2007/08
RM Dorji (BHU),5,5,0,143,57,28.60,112,127.67,0,1,0,13,6,2024/25
RM Dorji (BHU),8,8,0,85,22,10.62,101,84.15,0,0,1,3,3,2023/24
RM Dorji (BHU),1,1,0,27,27,27.00,23,117.39,0,0,0,0,4,2019/20
RM Dorji (BHU),6,6,0,22,11,3.66,56,39.28,0,0,1,1,0,2022
RLB Rambukwella (SL),1,1,0,19,19,19.00,16,118.75,0,0,0,1,1,2016
RLB Rambukwella (SL),1,-,-,-,-,-,-,-,-,-,-,-,-,2013/14
RL Vitas (SRB),9,6,4,82,37*,41.00,109,75.22,0,0,0,7,2,2022
RL Chase (WI),3,3,0,27,19,9.00,32,84.37,0,0,1,1,0,2024/25
RL Chase (WI),1,1,0,37,37,37.00,20,185.00,0,0,0,3,2,2023/24
RL Chase (WI),2,2,1,10,6,10.00,7,142.85,0,0,0,2,0,2022/23
RL Chase (WI),6,5,0,64,39,12.80,73,87.67,0,0,1,6,0,2021/22
RL Chase (WI),11,7,4,204,67*,68.00,150,136.0,0,2,1,17,7,2024
RL Chase (WI),2,-,-,-,-,-,-,-,-,-,-,-,-,2023
RL Bhudia (KENYA),3,3,1,20,11*,10.00,20,100.00,0,0,1,0,2,2007/08
RK Singh (IND),3,2,1,61,53,61.00,33,184.84,0,1,0,5,4,2024/25
RK Singh (IND),10,9,6,281,69*,93.66,166,169.27,0,2,0,27,13,2023/24
RK Singh (IND),8,6,3,62,48*,20.66,38,163.15,0,0,1,2,6,2024
RK Singh (IND),5,2,1,75,38,75.00,36,208.33,0,0,0,4,7,2023
RK Paudel (NEP),3,2,0,67,49,33.50,47,142.55,0,0,0,6,1,2024/25
RK Paudel (NEP),19,18,5,503,52*,38.69,401,125.43,0,3,0,41,17,2023/24
RK Paudel (NEP),5,5,0,140,51,28.00,96,145.83,0,1,0,13,3,2021/22
RK Paudel (NEP),5,5,1,41,15*,10.25,41,100.00,0,0,0,2,0,2019/20
RK Paudel (NEP),1,1,0,4,4,4.00,8,50.00,0,0,0,1,0,2018/19
RK Paudel (NEP),13,13,3,248,56*,24.80,244,101.63,0,1,1,18,8,2024
RK Paudel (NEP),3,3,0,116,61,38.66,59,196.61,0,2,0,5,9,2023
RK Paudel (NEP),5,5,0,156,47,31.20,137,113.86,0,0,0,15,3,2022
RK Paudel (NEP),5,4,1,35,19,11.66,40,87.50,0,0,0,4,0,2019
RK Kleinveldt (SA),4,2,1,22,22,22.00,7,314.28,0,0,0,1,3,2012/13
RK Kleinveldt (SA),1,-,-,-,-,-,-,-,-,-,-,-,-,2010
RK Kleinveldt (SA),1,1,1,3,3*,-,3,100.00,0,0,0,0,0,2008/09
RK Kiseto (TAN),4,1,1,0,0*,-,0,-,0,0,0,0,0,2022/23
RK Kiseto (TAN),8,3,0,8,5,2.66,20,40.00,0,0,0,0,0,2021/22
RK Kiseto (TAN),1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2022
RK Inampud (Mex),3,3,2,23,17*,23.00,28,82.14,0,0,0,0,1,2019
RJW Topley (ENG),3,1,1,0,0*,-,0,-,0,0,0,0,0,2023/24
RJW Topley (ENG),3,-,-,-,-,-,-,-,-,-,-,-,-,2022/23
RJW Topley (ENG),4,2,2,2,2*,-,2,100.0,0,0,0,0,0,2021/22
RJW Topley (ENG),5,1,1,1,1*,-,2,50.00,0,0,0,0,0,2015/16
RJW Topley (ENG),1,-,-,-,-,-,-,-,-,-,-,-,-,2015
RJW Topley (ENG),9,2,2,4,3*,-,4,100.00,0,0,0,0,0,2024
RJW Topley (ENG),9,4,2,10,9,5.00,12,83.33,0,0,1,1,0,2022
RJMGM Rupasinghe (SL),2,2,0,33,18,16.50,39,84.61,0,0,0,2,0,2009
RJG Palmer (JER),2,-,-,-,-,-,-,-,-,-,-,-,-,2021/22
RJG Palmer (JER),1,-,-,-,-,-,-,-,-,-,-,-,-,2019/20
RJG Palmer (JER),1,-,-,-,-,-,-,-,-,-,-,-,-,2019
RJG Palmer (JER),3,2,2,10,5*,-,21,47.61,0,0,0,0,0,2023
RJG Palmer (JER),3,1,1,1,1*,-,2,50.00,0,0,0,0,0,2022
RJ Trott (BER),6,1,1,11,11*,-,7,157.14,0,0,0,0,1,2021/22
RJ Trott (BER),6,5,2,25,19,8.33,45,55.55,0,0,1,3,0,2019/20
RJ Trott (BER),6,2,1,11,6,11.00,15,73.33,0,0,0,0,0,2019
RJ Trott (BER),3,3,1,10,8,5.00,24,41.66,0,0,1,0,0,2008
RJ Sidebottom (ENG),9,-,-,-,-,-,-,-,-,-,-,-,-,2010
RJ Sidebottom (ENG),1,-,-,-,-,-,-,-,-,-,-,-,-,2009/10
RJ Sidebottom (ENG),4,-,-,-,-,-,-,-,-,-,-,-,-,2009
RJ Sidebottom (ENG),2,1,1,5,5*,-,4,125.00,0,0,0,1,0,2007/08
RJ Sidebottom (ENG),2,-,-,-,-,-,-,-,-,-,-,-,-,2007
RJ Ranpura (OMA),2,1,1,0,0*,-,0,-,0,0,0,0,0,2015/16
RJ Ranpura (OMA),1,1,1,5,5*,-,8,62.50,0,0,0,0,0,2015
RJ Peterson (SA),1,1,1,4,4*,-,4,100.00,0,0,0,0,0,2014/15
RJ Peterson (SA),8,5,2,58,32*,19.33,48,120.83,0,0,1,8,0,2012/13
RJ Peterson (SA),3,-,-,-,-,-,-,-,-,-,-,-,-,2012
RJ Peterson (SA),2,2,1,17,11*,17.00,14,121.42,0,0,0,2,0,2011/12
RJ Peterson (SA),2,2,0,3,2,1.50,8,37.50,0,0,0,0,0,2010/11
RJ Peterson (SA),2,1,0,34,34,34.00,27,125.92,0,0,0,3,2,2008/09
RJ Peterson (SA),2,1,0,8,8,8.00,12,66.66,0,0,0,0,0,2006/07
RJ Peterson (SA),1,-,-,-,-,-,-,-,-,-,-,-,-,2005/06
RJ Nicol (NZ),1,1,0,2,2,2.00,2,100.00,0,0,0,0,0,2013/14
RJ Nicol (NZ),9,8,0,139,58,17.37,132,105.30,0,1,0,12,5,2012/13
RJ Nicol (NZ),3,3,0,39,32,13.00,47,82.97,0,0,1,5,0,2012
RJ Nicol (NZ),6,5,0,137,56,27.40,99,138.38,0,1,0,15,6,2011/12
RJ Nicol (NZ),2,2,0,10,10,5.00,16,62.50,0,0,1,1,0,2010
RJ Kirtley (ENG),1,1,1,2,2*,-,4,50.00,0,0,0,0,0,2007/08
RJ Hatchman (GIBR),1,-,-,-,-,-,-,-,-,-,-,-,-,2019/20
RJ Hatchman (GIBR),4,3,0,13,11,4.33,18,72.22,0,0,1,1,0,2023
RJ Hatchman (GIBR),7,6,1,69,32,13.80,47,146.80,0,0,0,4,4,2022
RJ Hatchman (GIBR),4,3,0,15,12,5.00,17,88.23,0,0,1,1,0,2021
RJ Harris (AUS),1,1,1,2,2*,-,1,200.00,0,0,0,0,0,2010
RJ Harris (AUS),2,-,-,-,-,-,-,-,-,-,-,-,-,2009/10
RJ Gleeson (ENG),6,2,0,2,2,1.00,4,50.00,0,0,1,0,0,2022
RJ Campbell (HKG),3,3,0,36,27,12.00,47,76.59,0,0,1,6,0,2015/16
RI Ahmed (NED),2,2,0,38,25,19.00,50,76.00,0,0,0,2,0,2015
RHO Saunders (NOR),2,2,0,15,14,7.50,23,65.21,0,0,0,2,0,2022
RGD Mitchell (PHI),1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2023
RGA Amah (CAM),3,3,0,15,12,5.00,19,78.94,0,0,1,1,0,2023/24
RGA Amah (CAM),7,6,0,72,20,12.00,87,82.75,0,0,0,6,1,2022/23
RGA Amah (CAM),3,3,0,28,18,9.33,36,77.77,0,0,0,3,0,2022
RGA Amah (CAM),4,4,0,43,18,10.75,77,55.84,0,0,0,3,0,2021/22
RG Sharma (IND),3,3,1,121,121*,60.50,72,168.05,1,0,2,11,8,2023/24
RG Sharma (IND),9,9,0,159,53,17.66,150,106.0,0,1,2,18,5,2022/23
RG Sharma (IND),14,14,0,449,74,32.07,313,143.45,0,4,1,41,22,2021/22
RG Sharma (IND),3,3,0,91,64,30.33,63,144.44,0,1,0,7,6,2020/21
RG Sharma (IND),12,12,1,351,85,31.90,229,153.27,0,4,0,30,20,2019/20
RG Sharma (IND),10,9,1,245,111*,30.62,171,143.27,1,1,0,17,13,2018/19
RG Sharma (IND),5,5,1,234,100*,58.50,158,148.10,1,1,1,23,11,2018
RG Sharma (IND),16,16,0,479,118,29.93,302,158.60,1,3,2,46,27,2017/18
RG Sharma (IND),1,1,0,9,9,9.00,8,112.50,0,0,0,1,0,2017
RG Sharma (IND),2,2,1,72,62,72.00,36,200.00,0,1,0,4,5,2016
RG Sharma (IND),18,18,0,553,106,30.72,432,128.00,1,3,2,55,19,2015/16
RG Sharma (IND),7,7,1,208,62*,34.66,170,122.35,0,2,0,19,7,2013/14
RG Sharma (IND),8,7,3,112,55*,28.00,86,130.23,0,1,0,9,2,2012/13
RG Sharma (IND),2,1,1,4,4*,-,2,200.00,0,0,0,0,0,2012
RG Sharma (IND),3,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2011/12
RG Sharma (IND),2,2,0,27,26,13.50,26,103.84,0,0,0,0,2,2011
RG Sharma (IND),1,1,0,53,53,53.00,34,155.88,0,1,0,5,2,2010/11
RG Sharma (IND),5,4,2,94,79*,47.00,69,136.23,0,1,0,6,6,2010
RG Sharma (IND),1,1,0,3,3,3.00,4,75.00,0,0,0,0,0,2009/10
RG Sharma (IND),5,5,1,131,52*,32.75,107,122.42,0,1,0,12,3,2009
RG Sharma (IND),2,2,0,11,7,5.50,18,61.11,0,0,0,0,1,2008/09
RG Sharma (IND),6,4,3,96,50*,96.00,69,139.13,0,1,0,10,4,2007/08
RG Sharma (IND),8,8,1,257,92,36.71,164,156.70,0,3,0,24,15,2024
RG Sharma (IND),14,14,2,381,72,31.75,243,156.79,0,2,1,37,22,2022
RG Sharma (IND),2,2,0,91,67,45.50,76,119.73,0,1,0,8,5,2019
RG Mukasa (UGA),15,15,3,389,69,32.41,357,108.96,0,2,1,35,9,2023/24
RG Mukasa (UGA),7,5,0,145,89,29.00,105,138.09,0,1,1,20,4,2022/23
RG Mukasa (UGA),2,2,0,32,24,16.00,59,54.23,0,0,0,1,2,2019/20
RG Mukasa (UGA),3,3,0,0,0,0.00,6,0.0,0,0,3,0,0,2024
RG Mukasa (UGA),20,20,2,538,89,29.88,358,150.27,0,2,2,70,20,2023
RG Mukasa (UGA),4,4,0,19,9,4.75,23,82.60,0,0,1,3,0,2022
RG Mukasa (UGA),3,3,0,32,26,10.66,34,94.11,0,0,0,3,1,2021
RG Mukasa (UGA),4,4,0,31,14,7.75,40,77.50,0,0,0,1,0,2019
RG Aga (KENYA),6,5,1,64,52*,16.00,45,142.22,0,1,0,7,1,2013/14
RG Aga (KENYA),3,2,0,10,8,5.00,7,142.85,0,0,0,0,1,2013
RG Aga (KENYA),2,2,0,37,31,18.50,29,127.58,0,0,0,3,1,2012/13
RG Aga (KENYA),5,5,0,51,25,10.20,64,79.68,0,0,0,3,0,2011/12
RG Aga (KENYA),4,4,1,51,28,17.00,51,100.00,0,0,0,2,2,2008
RF Hutton (PHI),1,1,1,1,1*,-,1,100.00,0,0,0,0,0,2023
RE van der Merwe (SA),4,3,3,8,4*,-,11,72.72,0,0,0,0,0,2010
RE van der Merwe (SA),2,-,-,-,-,-,-,-,-,-,-,-,-,2009/10
RE van der Merwe (SA),6,2,0,1,1,0.50,9,11.11,0,0,1,0,0,2009
RE van der Merwe (SA),1,1,0,48,48,48.00,30,160.00,0,0,0,2,4,2008/09
RE van der Merwe (NED),5,2,2,25,23*,-,16,156.25,0,0,0,1,1,2023/24
RE van der Merwe (NED),6,4,2,5,5,2.50,12,41.66,0,0,1,0,0,2022/23
RE van der Merwe (NED),3,3,0,6,6,2.00,8,75.0,0,0,2,1,0,2021/22
RE van der Merwe (NED),13,10,5,156,50*,31.20,137,113.86,0,1,2,13,2,2019/20
RE van der Merwe (NED),2,2,1,87,75*,87.00,49,177.55,0,1,0,8,3,2019
